timestamp	page	candidate
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://1.bp.blogspot.com/_w6sJSdy12pQ/SN-CvJ7f5OI/AAAAAAAAI-s/4tpB8GQTdvY/s200/get_flash_player_160x41.jpg
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://bitacoras.com/canales/jugar+juegos+de+escape
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img108.imageshack.us/img108/4800/wcmariu8.jpg
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img169.imageshack.us/img169/608/ojoyo7.gif
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img181.imageshack.us/img181/1096/blockjc0.jpg)
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img181.imageshack.us/img181/236/rsscbigdv9.jpg
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img212.imageshack.us/img212/5074/footeron6.jpg)
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img248.imageshack.us/img248/790/barrahy1.jpg)
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img249.imageshack.us/img249/3569/searchuy9.jpg
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img258.imageshack.us/img258/4412/16906098wa4.gif
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img260.imageshack.us/img260/6710/homepngrg7.jpg
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img260.imageshack.us/img260/6710/homepngrg7.jpg\47/\76\74/a\76\n\74/div\76\n\74div
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img260.imageshack.us/img260/9691/rightli5.png
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img260.imageshack.us/img260/9691/rightli5.png\47/\76\74/a\76\n\74/b:if\76\n\74a
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img338.imageshack.us/img338/7906/datehs7.jpg)
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img366.imageshack.us/img366/387/cartelpoloniocolorpo0.png
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img58.imageshack.us/img58/8076/leftxv5.png
20081205030459	http://www.escapejuegos.com:80/2008/11/roomz.html	http://img58.imageshack.us/img58/8076/leftxv5.png\47/\76\74/a\76\n\74/b:if\76\n\74b:if
