source_file	timestamp	context
cannon.txt	20071114203520	CBAKVVASXKF......LFFS.HAJPJ.VND........VQZV.N.IDHSAUJ.U.BZXVPQI.R.DNZVSHA.C.DOGEHXB...APOEZMNBNAWJHD hint: you should download that file or copy it to your own notepad. don't miss any detail! square?
danger-root.html	20160504022936	"button,html input[type=""button""],input[type=""reset""],input[type=""submit""]{-webkit-appearance:button;cursor:pointer;*overflow:visible;}button[disabled],html input[disabled]{cursor:default;}input[type=""checkbox""],input[type=""radio""]{box-sizing:border-box;padding:0;*height:13px;*width:13px;}input[type=""search""]{-webkit-appearance:textfield;-moz-box-sizing:content-box;-webkit-box-sizing:content-box;box-sizing:content-box;}input[type=""search""]::-webkit-search-cancel-button,input[type=""search""]::-webkit-search-decoration{-webkit-appearance:none;}button::-moz-focus-inner,input::-moz-focus-inner{border:0;padding:0;}textarea{o"
danger-root.html	20160504022936	TkyOTYJCTAJCTEJMAkxMjkxCTg2NjY4NjgxCQkxMDkuMjM2Ljg0LjEyOQ%3D%3D';var onclick_param_v = 'v';var onclick_value_v = '';var onclick_param_p = 'posredir';var onclick_param_r = 're';var fb = 'http://www.theroomz.yoyo.pl';var fb_csa = '';var fb_csb = '';var fb_csn = '';var ds = '0';var did = '205261235';var pu = 'http://www.theroomz.yoyo.pl';var pus = 'ses=Y3JlPTE0NjIzMjg5NzUmdGNpZD13d3cudGhlcm9vbXoueW95by5wbDU3Mjk1ZThmNWZkZjE3LjUxMzU5Mjk2JmZraT03MzQwNDEmdGFzaz1zZWFyY2gmZG9tYWluPXlveW8ucGwmcz03MTQxNmYyZWVhNGIxNzVmNjFiOCZsYW5ndWFnZT1ubCZhX2lkPTM=';var phl = 'Populaire categorieën';var ut = '_blank';var tlt = 1;var prs = 3;va
danger-root.html	20160504022936	click_param_p = 'posredir';var onclick_param_r = 're';var fb = 'http://www.theroomz.yoyo.pl';var fb_csa = '';var fb_csb = '';var fb_csn = '';var ds = '0';var did = '205261235';var pu = 'http://www.theroomz.yoyo.pl';var pus = 'ses=Y3JlPTE0NjIzMjg5NzUmdGNpZD13d3cudGhlcm9vbXoueW95by5wbDU3Mjk1ZThmNWZkZjE3LjUxMzU5Mjk2JmZraT03MzQwNDEmdGFzaz1zZWFyY2gmZG9tYWluPXlveW8ucGwmcz03MTQxNmYyZWVhNGIxNzVmNjFiOCZsYW5ndWFnZT1ubCZhX2lkPTM=';var phl = 'Populaire categorieën';var ut = '_blank';var tlt = 1;var prs = 3;var warl = 'Aanbevolen Links';var wapi = 'http://img.sedoparking.com/templates/brick_gfx/portal_icons/';var waac = '';var wa
danger-root.html	20160504022936	tion.protocol ? 'https://ssl' : 'http://www') + '.google-analytics.com/ga.js'; var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ga, s); })(); $.ajax({ url: 'http://www.theroomz.yoyo.pl/' + 's' + 'earch/tsc.php?&ses=1462328975f0854a0d6bd0ac6ffa289014097c33ff&200=MjA1MjYxMjM1&21=MTA5LjIzNi44NC4xMjk=&681=MTQ2MjMyODk3NWYwODU0YTBkNmJkMGFjNmZmYTI4OTAxNDA5N2MzM2Zm&682=&616=&crc=cbcc7fb7d893921de4b7c4b9e2a015fee9665822&cv=1'}); 
danger-map.html	20160502013935	"button,html input[type=""button""],input[type=""reset""],input[type=""submit""]{-webkit-appearance:button;cursor:pointer;*overflow:visible;}button[disabled],html input[disabled]{cursor:default;}input[type=""checkbox""],input[type=""radio""]{box-sizing:border-box;padding:0;*height:13px;*width:13px;}input[type=""search""]{-webkit-appearance:textfield;-moz-box-sizing:content-box;-webkit-box-sizing:content-box;box-sizing:content-box;}input[type=""search""]::-webkit-search-cancel-button,input[type=""search""]::-webkit-search-decoration{-webkit-appearance:none;}button::-moz-focus-inner,input::-moz-focus-inner{border:0;padding:0;}textarea{o"
danger-map.html	20160502013935	zEwODgJCTAJCTEJMAkxMjkxCTg2NjY4NjgxCQkxMDkuMjM2Ljg0LjEyOQ%3D%3D';var onclick_param_v = 'v';var onclick_value_v = '';var onclick_param_p = 'posredir';var onclick_param_r = 're';var fb = 'http://www.theroomz.yoyo.pl';var fb_csa = '';var fb_csb = '';var fb_csn = '';var ds = '0';var did = '205261235';var pu = 'http://www.theroomz.yoyo.pl';var pus = 'ses=Y3JlPTE0NjIxNTMxNzUmdGNpZD13d3cudGhlcm9vbXoueW95by5wbDU3MjZhZmQ2Y2ZjNmE2LjE2NzcxMDg4JmZraT03MzQwNDEmdGFzaz1zZWFyY2gmZG9tYWluPXlveW8ucGwmcz0zODVmZWU1MWI3NjAzMDc4NDhiNyZsYW5ndWFnZT1ubCZhX2lkPTM=';var phl = 'Populaire categorieën';var ut = '_blank';var tlt = 1;var prs = 3;va
danger-map.html	20160502013935	click_param_p = 'posredir';var onclick_param_r = 're';var fb = 'http://www.theroomz.yoyo.pl';var fb_csa = '';var fb_csb = '';var fb_csn = '';var ds = '0';var did = '205261235';var pu = 'http://www.theroomz.yoyo.pl';var pus = 'ses=Y3JlPTE0NjIxNTMxNzUmdGNpZD13d3cudGhlcm9vbXoueW95by5wbDU3MjZhZmQ2Y2ZjNmE2LjE2NzcxMDg4JmZraT03MzQwNDEmdGFzaz1zZWFyY2gmZG9tYWluPXlveW8ucGwmcz0zODVmZWU1MWI3NjAzMDc4NDhiNyZsYW5ndWFnZT1ubCZhX2lkPTM=';var phl = 'Populaire categorieën';var ut = '_blank';var tlt = 1;var prs = 3;var warl = 'Aanbevolen Links';var wapi = 'http://img.sedoparking.com/templates/brick_gfx/portal_icons/';var waac = '';var wa
danger-map.html	20160502013935	tion.protocol ? 'https://ssl' : 'http://www') + '.google-analytics.com/ga.js'; var s = document.getElementsByTagName('script')[0]; s.parentNode.insertBefore(ga, s); })(); $.ajax({ url: 'http://www.theroomz.yoyo.pl/' + 's' + 'earch/tsc.php?&ses=1462153175b0bec45f9e6a5f7d73d412e03779fdca&200=MjA1MjYxMjM1&21=MTA5LjIzNi44NC4xMjk=&681=MTQ2MjE1MzE3NWIwYmVjNDVmOWU2YTVmN2Q3M2Q0MTJlMDM3NzlmZGNh&682=&616=&crc=d9a73226a2d9709563879a2457b4d0d0a8e42383&cv=1'}); 
paper-root.html	20071121144203	" BlackAndWhite f5 Qh5 c6 d5 Nd7 a5 g6 Ne5 Kd7 a4 Nh3 f3 Na3 e4 Qe3 Nb5 Qf2 ... --> 8x(3+2+3) _uacct = ""UA-1482806-8""; urchinTracker(); "
this-root.html	20071128034207	" this? What you are looking for? _uacct = ""UA-1482806-8""; urchinTracker(); "
this-lesson-2007.html	20071129231525	" ... from The Victory to The Dawn one word is the password do you have enough will to find the right one? did you draw conclusions from the lessons? _uacct = ""UA-1482806-8""; urchinTracker(); "
this-lesson-2008.html	20080204150434	 ... from The Victory to The Dawn one word is the password do you have enough will to find the right one? did you draw conclusions from the lessons? 
hof-20080502.html	20080502181650	" The Roomz Hall of Fame AC_FL_RunContent = 0; table {color: white; font-size: 14; text-align:center;} if (AC_FL_RunContent == 0) { alert(""This page requires AC_RunActiveContent.js.""); } else { AC_FL_RunContent( 'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0', 'width', '600', 'height', '100', 'src', 'hof', 'quality', 'high', 'pluginspage', 'http://www.macromedia.com/go/getflash"
hof-20080502.html	20080502181650	"unContent = 0; table {color: white; font-size: 14; text-align:center;} if (AC_FL_RunContent == 0) { alert(""This page requires AC_RunActiveContent.js.""); } else { AC_FL_RunContent( 'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0', 'width', '600', 'height', '100', 'src', 'hof', 'quality', 'high', 'pluginspage', 'http://www.macromedia.com/go/getflashplayer', 'align', 'middle', 'play', 'true', 'loop', 'true', 'scale', 'showall', 'wmode', 'window', 'devicefont', 'false', 'id', 'hof', 'bgcolor', '#000000', 'name', 'hof', 'menu', 'true', 'allowFullScreen', 'false', 'allowScriptAc"
hof-20080502.html	20080502181650	e found TR to be the most fun and challenging puzzles I have ever done! Well done to Stachu! Jim Gamma UK 04 Jan 2008 Thanks for one and a bit years of riddling genious! WartzNawl USA 19 Feb 2008 The Roomz are simply genius! Stachu I think you're success was in allowing us to grow and be challenged in intellect as the Roomz progressed. Thank You! Animoose USA/UK 20 Feb 2008 A wonderful experience. I had my mind stretched, had fun, and met a great community of other Roomers. Paulcito Uruguay 20 Feb 2008 Most amazing game ever played... Challenging, hard, intelligent, brilliant... God save The Roomz!!! Rawene Australia
hof-20080502.html	20080502181650	anks for one and a bit years of riddling genious! WartzNawl USA 19 Feb 2008 The Roomz are simply genius! Stachu I think you're success was in allowing us to grow and be challenged in intellect as the Roomz progressed. Thank You! Animoose USA/UK 20 Feb 2008 A wonderful experience. I had my mind stretched, had fun, and met a great community of other Roomers. Paulcito Uruguay 20 Feb 2008 Most amazing game ever played... Challenging, hard, intelligent, brilliant... God save The Roomz!!! Rawene Australia 21 Feb 2008 TR is the most demanding, intelligent and devious challenge ever devised. Thank you Stachu for over a year 
hof-20080502.html	20080502181650	 us to grow and be challenged in intellect as the Roomz progressed. Thank You! Animoose USA/UK 20 Feb 2008 A wonderful experience. I had my mind stretched, had fun, and met a great community of other Roomers. Paulcito Uruguay 20 Feb 2008 Most amazing game ever played... Challenging, hard, intelligent, brilliant... God save The Roomz!!! Rawene Australia 21 Feb 2008 TR is the most demanding, intelligent and devious challenge ever devised. Thank you Stachu for over a year of fun and frustration! Nytris Oxyde USA 4 Mar 2008 Nicely made and put together riddle with some interesting concepts. A fine example of how Flash ca
hof-20080502.html	20080502181650	. I had my mind stretched, had fun, and met a great community of other Roomers. Paulcito Uruguay 20 Feb 2008 Most amazing game ever played... Challenging, hard, intelligent, brilliant... God save The Roomz!!! Rawene Australia 21 Feb 2008 TR is the most demanding, intelligent and devious challenge ever devised. Thank you Stachu for over a year of fun and frustration! Nytris Oxyde USA 4 Mar 2008 Nicely made and put together riddle with some interesting concepts. A fine example of how Flash can be harnessed to make something unique. Cams South Korea 16 Mar 2008 VGhhbmtzIGZvciBzdWNoIGEgd 29uZGVyZnVsIGdhbWUgOik= Tazmind A
roomz-2012.html	20121106220606	" The roomz - redirecting /* */ /* */ /* */ /* */ /* */ /* */ _uacct = ""UA-108668-7""; urchinTracker(); _uacct = ""UA-1482806-8""; urchinTracker(); var W2T_adb = 'http://delivery.way2traffic.com/placement=5775/view.js'; var W2T_adr = Math.floor(Math.random()*9999); document.write(' '); "
rrr-2012.html	20121102214345	"ation:none;} a:hover {color:lime;} /* */ /* */ /* */ /* */ /* */ /* */ if (AC_FL_RunContent == 0) { alert(""This page requires AC_RunActiveContent.js.""); } else { AC_FL_RunContent( 'codebase', 'http://download.macromedia.com/pub/shockwave/cabs/flash/swflash.cab#version=9,0,0,0', 'width', '300', 'height', '400', 'src', 'RRR', 'quality', 'high', 'pluginspage', 'http://www.macromedia.com/go/getflashplayer', 'align', 'middle', 'play', 'true', 'loop', 'true', 'scale', 'showall', 'wmode', 'window', 'devicefont', 'false', 'id', 'RRR', 'bgcolor', '#000000', 'name', 'RRR', 'menu', 'true', 'allowFullScreen', 'false', 'allowScriptAc"
